112	Dr. Cox	Pumpkin, that's modern medicine. Advances that keep people alive who should have died a long time ago, back when they lost what made them people.Now, your job is to stay sane enough so that when someone does come in that you actually can help, you're not so brain-dead that you can't function. For the love of God, what!?
113	J.D.	It's just that, do you really think we should be talking about this in front of....
114	Dr. Cox	Her? She's dead.Write this down, newbie: If you push around a stiff, nobody'll ask you to do anything.
115	J.D.	You've been like a father to me.
116	Dr. Cox	Fair enough, you want some real advice? If they find out the nurses are doing your procedures for you, your ass'll be kicked outta here so quick, it'll make your head spin.
117	J.D.'s Thoughts	And there it is.
118	Dr. Cox	Have a terrific day.
119	Elderly Lady	I'm not really dead.
120	NEW_SCENE	NEW_SCENE
121	Carla	Okay, Bambi, here's Mrs. Lendsner's tox-screen.
122	J.D.'s Thoughts	I wonder if Turk's having the same experience I am.
123	Turk	I am such a stud!
124	J.D.'s Thoughts	Probably not
125	Turk	This morning, I had my hands inside of a guy's chest. I couldn't even see them! I should not be allowed to do stuff like that. Whazzup.
126	J.D.	And you weren't scared?
127	Turk	One way or another, everyone stops bleeding. That is so deep.
128	Carla	No it isn't.
129	Turk	It's a little deep.
130	J.D.	Hey, we never got to talk about the apartment, I wanted to
131	Todd	T-man!
132	Turk	Word up, boy; how ya doin', man.
133	Todd	All right.
134	Turk	All right, Todd, J.D.; J.D., this is my man, Todd.
135	J.D.	Oww!
136	J.D.'s Narration	And like that, I was back in high school. You see, surgical interns, they're all slice-'em-and-dice-'em. They're the jocks. Medical interns, we're trained to think about the body; diagnose, test. Medical interns, well....
137	Todd	Hey, you got a stain.
138	J.D.'s Narration	....We're the chess club.
139	NEW_SCENE	NEW_SCENE
140	Mr. Bursky	I just have bad gas. What are you testing me for?
141	J.D.	We need to know if your gas could be harmful to others.
142	J.D.'s Thoughts	He's just scared. Talk to him.
143	J.D.	Look, Mr. Bursky, I heard a systolic murmur in your heart, which is most likely nothing. But if you don't let me check you out, I'm gonna worry about you all day.
144	Mr. Bursky	Then I'll do it. For you.
145	J.D.	You're a good man.
146	NEW_SCENE	NEW_SCENE
147	Cut to	hospital interior, where J.D. is patiently standing behind the janitor, who is on a ladder, working on an elevator door.
148	J.D.	I'm I'm waiting for someone.
149	Janitor	The door is broke. Maybe the fifth time or so. It don't open.
150	J.D.	Maybe there's a penny stuck in there?
151	Janitor	Why a penny?
152	J.D.	I dunno.
153	Janitor	Did you stick a penny in there?
154	J.D.	No. I was I was just making small talk.
155	Janitor	If I find a penny in there, I'm taking you down.
156	NEW_SCENE	NEW_SCENE
157	Dr. Kelso	Welcome to rounds, kids. Let's
158	J.D.'s Narration	Elliot is the only thing keeping me from losing my mind. She's my dream girl.
159	Dr. Kelso	...The necrosis and infected stool most likely indicate what, Dr...... Dorian?
160	Elliot	I don't know!
161	J.D.	Sir, I have no idea.
162	Dr. Kelso	Dr. Reid, can you help him out?
163	Elliot	I'd say it's superior mesenteric insufficiency.
164	Dr. Kelso	That's my girl! Patient number two!
165	NEW_SCENE	NEW_SCENE
166	J.D.'s Thoughts	Draining Mrs. Pratt's stomach fluid'll get my spirits back up.
167	J.D.	Circles for you.
168	Mrs. Pratt	Shut up and do it.
169	J.D.'s Thoughts	Fantastic.Just suck out the fluid with the giant needle.
170	J.D.	I think this needle's too big. I'm gonna get a nurse.
171	Turk	Come on, man, learn by doing! Learn by doing.
172	J.D.'s Narration	Why couldn't I do that? I hated him at that moment.
173	Turk	Okay, uh, maybe the needle was just a little too big.
174	J.D.	Oh, you think?
175	Mrs. Pratt	What's going on down there?
176	Turk	Nothing, ma'am, this is totally normal.
177	J.D.	So, are you gonna are you gonna move your stuff in or what?
178	Turk	That's why I came by. I think it's better if we both branched out a little. What do you think?
179	J.D.'s Thoughts	Tell him you think that's stupid. Tell him you need him.
180	J.D.	Yeah, I... I feel the same way.
181	NEW_SCENE	NEW_SCENE
182	Mr. Bursky	So, what's it like being a young, hot-shot doctor?
183	J.D.	It's like... Did you ever go see a movie that everyone told you was great, and then because of all those expectations, you ended up totally disappointed?
184	Mr. Bursky	Movies nowadays have too many special effects.
185	J.D.	Yeah, that was pretty much my point.
186	NEW_SCENE	NEW_SCENE
187	J.D.'s Narration	My first code. See, here's how it works: Someone's heart fails, they beep everyone. The first doctor in has to run the room, tell everyone what to do.... Basically decide if the patient lives or dies. What am I, crazy?
188	J.D.	Agh! You chicken!
189	J.D.'s Narration	Don't worry about the patient, Turk was already there.... 'Learning by doing.'
190	Todd	Charge!
191	Turk	Clear!
192	J.D.'s Narration	Plus, it turns out, the guy was just sleeping; attached to a faulty monitor.
193	J.D.	I thought we cared about each other....
194	Elliot	Oh please, if you didn't want to sleep with me, you'd have done the same thing.
195	J.D.	Well, I'll tell you one thing, the last thing in the world I wanna do is sleep wit'cha now!
196	Elliot	Do me right here.
197	J.D.	Okay.
198	Elliot	See!
199	J.D.	ARGH!
200	Dr. Cox	Right. Pass me a trach. kit.Thanks.
201	J.D.	Our date is is totally canceled!
202	Elliot	Pff!
203	NEW_SCENE	NEW_SCENE
204	J.D.'s Narration	I was sitting on the floor for two reasons. One, I tried to lock Elliot in that supply closet, and she kicked me hard. And two, the on call-room was locked.
205	J.D.	Come on! I got, like, ten minutes to sleep!
206	Turk	Wait. Tell me if I'm going too fast, okay?
207	Carla	Lose the clothes.
208	J.D.'s Thoughts	I heard that Turk was gonna move in with Todd. I'm surprised that high-fiving freak isn't in there with him.
209	Todd	Damn, this is hot.
210	Carla	Nice.
211	Turk	Your turn.
212	Carla	No, I gotta get back. But, very nice.Oh, hey, Bambi!
213	Turk	So, uhh, I'll call you, okay?
214	NEW_SCENE	NEW_SCENE
215	Dr. Cox	Give me a big "ah".
216	Billy	Ah.
217	Dr. Cox	A big boy "ah".
218	Billy	Ahhh!
219	J.D.	Turk practically had sex in the on-call room.
220	Dr. Cox	You realize, of course, I have no idea who Turk is....But, good for him. You see, Billy, it turns out that sex is life-affirming.Now, whatta ya say, champ; you got a urine sample in there for me?
221	Billy	But I just did, five minutes ago.
222	Dr. Cox	I know you did, but here's the thing: I'd like you to take this cup, put it on the ground, close your eyes, and just go nuts! Whatta ya say!
223	Billy	Cool!
224	Dr. Cox	Atta boy! Go get 'em, champ!Why are you here?
225	J.D.	Seems like a good kid.
226	Dr. Cox	You're worried about being on-call tonight, aren't you.
227	J.D.'s Thoughts	Yeah.
228	Dr. Cox	Look, worst case scenario, you kill somebody, and that hangs over your head the rest of your life....But that is the absolute worst case scenario. Come on, newbie, look: Just have the nurses do all the stuff you're still too chicken to do, which I assume covers just about everything, and if you have a really rough admission
229	J.D.	Call you?
230	Dr. Cox	No! I was gonna say go hide in the closet again!
231	Billy	Yee-ha! This is fun!
232	NEW_SCENE	NEW_SCENE
233	A Staff Member	Hey, nurse?
234	Elliot	I'm a doctor, okay? The stethoscope, the beeper a doctor, got it?
235	Carla	Relax.
236	Elliot	I just hate it. I hate the "darlin's" I hate the "sweethearts"...
237	Carla	You don't need to tell me how hard it is being a woman around here.
238	Elliot	Well, you're certainly furthering the cause by wearing a thong to work and hooking up in the on-call room.Word gets around.
239	Carla	You talk like that, do you even know my name?I spend every second of my life either here, or taking care of my mom. So, yeah, maybe I needed a little closeness. I'm sure you never had a quickie at the club, right? Or snuck some skinny, flat-butted college boy up to your sorority room. And my thong? I happen to think it makes my ass look good. And some days, I need to feel good about something around here. And you judge me? Well, guess what, word does get around, Miss "Out For Herself", so you can dump on everyone here if you want; but you will not hurt me.
240	NEW_SCENE	NEW_SCENE
241	J.D.	Her name's Carla, by the way....
242	Mr. Bursky	Ouch.
243	J.D.	Yeah.... Carla....
244	NEW_SCENE	NEW_SCENE
245	Cut to	Interior The Doctors' Lounge.
246	Dr. Kelso	Hey, Champ! First night on call starts soon, huh? Gosh, you must be excited.
247	J.D.'s Thoughts	Agghh!
248	J.D.	You bet'cha.
249	Dr. Kelso	Oh! About Mrs. Pratt.... I heard you wanted to put her on the hospital's transplant list. I just thought I'd recommend keeping her on dialysis a little while longer, maybe we'll get lucky!
250	J.D.	No problem, sir.
251	Dr. Kelso	Great! Have a ball...on call! A little poem for you.
252	Carla	Bambi, come on. Let's go.
253	J.D.	I'll check on you every ten minutes, Mrs. Moreno, okay?
254	Nurse Roberts	I need to see you in Mr. Bursky's room.
255	J.D.	Are you flirting with me?You are, aren't you!
256	Nurse Roberts	He crashed. The attending thinks it was a pulmonary embolism.No way anyone could have caught it. Anyhow, you have to pronounce him.
257	J.D.	Why didn't anybody page me?
258	Nurse Roberts	Could you just pronounce him so I can go home?
259	J.D.'s Narration	I'll never forget that moment, the way he looked exactly the same...only completely different. The shame that all I could think about was how hard this was for me.
260	J.D.	Time of death 0200.
261	J.D.'s Narration	I just wanted to help people.
262	NEW_SCENE	NEW_SCENE
263	J.D.'s Narration	The hardest part is how quickly you have to move on.
264	J.D.	Don't worry, man. You're gonna be fine.
265	Turk	Hey. I lied before, man. I'm scared every second.
266	J.D.	Really?
267	Turk	It's a good thing they make surgical masks, 'cause if they didn't, everyone would know that my face is like this the whole time...
268	J.D.	Well, I think it's okay to be scared.
269	Turk	Well, I need you to tell me that every once in a while, man.
270	J.D.'s Thoughts	He needs me?
271	Turk	Anyway, I just came to check up on you; see how you're doing.
272	J.D.'s Thoughts	Ask him to move in again.
273	J.D.	You know, Turk, the offer still stands if you wanna....
274	Turk	Dude, I already took the keys out' your bag.I love you.
275	Cut to	A Hospital Hallway.
276	J.D.'s Narration	And like that, I got a second wind.
277	Janitor	I'm watching you....
278	Dr. Kelso	How're you holding up?
279	J.D.'s Thoughts	Ah, there he is, my safety net.
280	Dr. Kelso	I saw that you're still pushing to put Mrs. Pratt on the transplant list. Bad news, though, sport: she doesn't have the insurance to cover it.
281	J.D.	Yeah, but she's, like, a second away from total renal failure.
282	Dr. Kelso	Okay..... Uh, did you ask the Bursky family for permission to do an autopsy?
283	J.D.	They're still in there with him, sir.
284	Dr. Kelso	It's a teaching hospital, son, you gotta ask.
285	J.D. Thoughts	Just tell him you can't see Mr. Bursky again. He'll understand.
286	J.D.	Sir, do you do you think I could skip just this one?
287	Dr. Kelso	Why, sure, sport.
288	J.D.'s Narration	See? Every story needs a good guy.
289	Dr. Kelso	In fact, why don't you just head on home. You look kinda tired.
290	J.D.	I am pretty tired!
291	Dr. Kelso	Dr. Dorian, do you not realize that you're nothing but a large pair of scrubs to me? For God's sake, the only reason I carry this chart around is so I can pretend to remember your damn names! Now look, if the patient has insurance, you treat them; if they don't, you show them the door.And if somebody dies, you get the autopsy. You get it by rounds tomorrow morning, or I'll be scratching your name off my chart! Are we clear!?Answer me!!!
292	J.D.	Crystal clear.
293	Dr. Kelso	Great, sport.
294	J.D.'s Narration	I don't get it, if he's the jerk, then who's the good guy?
295	Carla	Car accident, crashed in the elevator on the way up.
296	Dr. Cox	We gotta relieve the pressure in his chest. J.D., do it.
297	J.D.'s Thoughts	Oh God, no.
298	Dr. Cox	Look at me. You can do this.
299	J.D.'s Narration	And I believed him...
300	J.D.	Chest-tube tray.
301	J.D.'s Narration	...You know, kinda.
302	Dr. Cox	Come on, baby, let's go; chop-chop.
303	J.D.'s Thoughts	You can do this. You have to do this.
304	Dr. Cox	J.D., cut him or lose him.
305	J.D.	Okay, gimme the tube.I can't get it through the pleura.
306	Dr. Cox	Well, don't be gentle, get it in there.
307	J.D.	Okay, connect it, please, Carla.
308	Carla	Normal rhythm.
309	J.D.	No way!
310	Dr. Cox	Eh? It's a piece of cake.That's your patient.
311	J.D.	You're leaving?
312	Dr. Cox	That's your patient, doctor.
313	Carla	G'head.That's enough.
314	J.D.	Sorry. It's a very big moment for me.
315	Carla	Mm-hmm.
316	NEW_SCENE	NEW_SCENE
317	J.D.'s Narration	So, I guess that's it for now. Thirty-one hours, twelve minutes, and I am....
318	Elliot	You're finally off?
319	J.D.	Almost. I have one more really annoying thing I gotta do.
320	Elliot	If you're talking about getting the Bursky autopsy, I already called the family for you. And they said fine, and to thank you, and I'm sorry. ...They didn't say that last part, I did.
321	J.D.'s Narration	The worst part was knowing, right then, that I could never forgive her.
322	J.D.'s Thoughts	I forgive her.
323	J.D.'s Narration	You see, I can't survive on my own.
324	Dr. Steadman	I'm a dork. I'm a dork! I'm a dork. ...I'm a dork.
325	J.D.'s Narration	Even now, when I finally get to go home, in the back of my head, I'll know the hospital's still here, wide awake.
326	Carla	Bambi! Get out while you still can.
327	J.D.'s Narration	But what the hell. The most important thing is that I got through my first three days without looking like a complete idiot.
328	J.D.	I'm the man.
329	NEW_SCENE	NEW_SCENE
330	J.D.'s Narration	The human brain is remarkable. Once a day for nine years, I thought I lost my watch 'cause I can't remember which wrist it's on.And yet, just after two weeks, all the little things that scared me at first are like second nature. Catheters, chest tubes, IVs......Everything has started to click.
331	Dr. Kelso	Are you? Because if you have time to listen to music, then I assume you have time to finish your paperwork!
332	Janitor	"...Having a good time...."Keep movin'.
333	NEW_SCENE	NEW_SCENE
334	J.D.'s Narration	That workday started like every other.
335	Cut to	Hospital, interior - Admissions Area.
336	J.D.	How's it going?
337	Janitor	I'm 37 years old, and I'm a janitor; how do you think it's going?
338	J.D.	Now, there is nothing wrong with being a janitor.
339	Janitor	Really? Thank you. You...you've turned my life around. I'm gonna have to go tell my janitor wife and all our janitor kids that life is worth living; and that comes straight from our hero, Dr. Whoozitz.... Dr. Nothin'.No, seriously, come on. You can come over to my humble house and point out things that are cheap.
340	NEW_SCENE	NEW_SCENE
341	J.D.'s Narration	Luckily, I had that night off to regroup.
342	Cut to	Interior - the living room.
343	Elliot	Your dog is creepy.
344	J.D.	Aww... be nice to Rowdy. The guy we bought him from used to keep him in a box full of old hats.
345	Elliot	Ew.
346	Turk	Okay, dude, why is she here all the time?
347	J.D.	Just give her a chance, man.
348	Turk	Ohh... you want to hit that!
349	J.D.	Nooo....
350	Turk	Yeah!
351	J.D.	No. She's just a friend, man.
352	Turk	Yeah.
353	J.D.	I think it's healthy hanging out with a girl without the ultimate goal being sex. You know?
354	Turk	I'm not following you.
355	Elliot	Creepy.... I had a run-in with that Nurse Carla yesterday. She forgot to check out the stats on a patient, and then she gave me attitude about it.
356	J.D.	What'd you tell on her, or something?
357	Dr. Kelso	Who's responsible for this?
358	Elliot	She is.I don't remember... And why would you automatically assume it was my fault?
359	J.D.'s Thoughts	It would be a good point, except that Elliot puts her foot in her mouth. A lot. She can't really seem to stop.
360	Elliot	Just because I occasionally say something stupid doesn't mean I'm in the hospital going door to door annoying people, like some crazed Jehovah's Witness.Oh. You're not?
361	Turk	No.But my mother is.
362	J.D.	He's black, too. You should tease him about that.
363	NEW_SCENE	NEW_SCENE
364	J.D.'s Narration	Me, I'm doing better with new people. Like Carla, for instance.
365	Carla	Hey, Bambi; that blond stick you hang out with? Tell her...Que se cuide la nalguita esa, porque si no le voy a tumbar todo el tinte rubio de la cabeza.
366	J.D.	You might have to write that down for me.
367	J.D.'s Narration	And Dr. Cox, we've really connected.I'm kinda like his protege.
368	Dr. Cox	I need to see his chart
369	J.D.	Done. Copied. And Highlighted.
370	Dr. Cox	Unfortunately, Radar, I'm fresh out of gold stars. Multilobar pneumonia at 31...? How much does this guy smoke?
371	J.D.	I dunno.
372	Dr. Cox	You realize, of course, it's your attention to detail that impresses me most. How many packs a day, genius.
373	Will	Half a pack.
374	Dr. Cox	Oh, I'm sorry, I phrased the question wrong. How many packs a day... really.
375	Will	Eleven.Now you don't know where I'm coming from!Two or three packs.
376	Dr. Cox	Well, let's hear it...
377	J.D.	Oh, I don't smoke, so... zero packs.
378	Carla	What tests have you ordered?
379	J.D.	Oh. I know, I was just totally kidding with you.
380	Will	He was... We're all in on it.
381	J.D.'s Thoughts	I like Will. That actually makes this harder.
382	J.D.	I ordered blood cultures, and a high-resolution CT.
383	Will	What are you looking for?
384	Dr. Cox	Cancer.
385	J.D.'s Thoughts	When you say the word "cancer", every person reacts the same way.
386	Will	Excellent.
387	J.D.'s Thoughts	Not like that.There it is.
388	NEW_SCENE	NEW_SCENE
389	J.D.'s Narration	I never really know what to say to Turk's stupid surgery buddies. But I'm getting better.
390	J.D.	So....How's surgery?
391	Todd	It rocks... But my bedroom, that's where I really operate! Am I right? Come on, show Todd some love!
392	J.D.'s Thoughts	I hate showing Todd love.
393	Carla	Hey, Bambi. Why are you over here slumming with these scalpel jocks?
394	Turk	Please baby, this, here, is the V.I.P table.Why don't you sit your fine self down?
395	J.D.	"Baby, this, here, is the V.I.P table..."
396	Turk	I'm not really interested in her.
397	Todd	Yeah? Then maybe the Todd'll show that little biscuit some love!
398	J.D.'s Thoughts	Maybe he's a little interested.
399	Todd	Fine. Todd'll show himself some love.
400	NEW_SCENE	NEW_SCENE
401	Turk	I'm thinking about asking Carla out today. What do you think?
402	J.D.	I think the janitor's out to get me.
403	Turk	Wow. Thank you so much for your help. You know what? Why don't you be just a little bit more paranoid.
404	J.D.	Wait, Turk.
405	Janitor	That's him.
406	Cut to	Nurses' Station.
407	Elliot	Hi, how are you? Um... I need, uh, David Farr's chart?
408	Nurse Roberts	We all need lots of things.
409	Elliot	Great.Uh, Dr. Kelso! You're the Chief of Medicine, is there a 'special' way to communicate with the nursing staff that I'm not getting?
410	Dr. Kelso	Well, uh, sugar won't work because they're already so sweet.Now, listen Dr...Whatever-the-hell-your-name-is, you tattled yesterday, I responded I feel closer to you than ever, really but the ramifications are yours. So don't try to drag me into your pathetic, whiny, little squabble with that God-awful bunch of malcontents. I hope you all kill each other! Have a great day, ladies.
411	Elliot	I hate this place.
412	NEW_SCENE	NEW_SCENE
413	J.D.	Dr. Cox; I got, uh, Will's CT results back. No cancer! So, uh, what should I tell him?
414	Dr. Cox	I'd open with that.
415	J.D.	Right, it's just, you know, he's headed down such a bad road, I thought you and I could talk to him....
416	J.D.'s Narration	When you really lock in with a mentor, you start to understand the meaning behind their words.
417	Dr. Cox	You do whatever you want.
418	J.D.'s Narration	Means, "Great idea!"
419	Dr. Cox	I'm, um, I'm just happy you haven't messed up yet today.
420	J.D.'s Narration	Means, "You're really coming along as a doctor."
421	Dr. Cox	Don't. Ever. Touch me.
422	J.D.'s Narration	Means, Don't ever touch him.
423	J.D.	Just thought it was a nice moment.
424	NEW_SCENE	NEW_SCENE
425	Elliot	No, I don't wanna.
426	J.D.	No, c'mon, c'mon, c'mon.
427	Elliot	Carla...I...shouldn't have told Dr. Kelso on you.
428	Carla	No, you shouldn't have.
429	J.D.'s Thoughts	Ahhh, the comfortable silences.
430	Carla	But thank you for apologizing.
431	J.D.	Okay, good!
432	Elliot	I I just want to make one thing clear.
433	J.D.	No, see, nothing needs to be clear.
434	Elliot	I still think you were in the wrong. Checking for the statics is your job, and I need to know that you're going to take care of it.
435	Cut to	a shot of Elliot's perspective from inside the grave. Carla, dressed in black, coldly flicks the ashes from a cigarette into the grave.
436	Elliot	That's all I'm saying.There. All better!
437	NEW_SCENE	NEW_SCENE
438	J.D.	So... yes! As of now, you have no signs of cancer.
439	Will	Woo! Who rules? Will rules!
440	J.D.	Uh, Will, it's important you realize this isn't great news.
441	Will	Are you sure? 'Cause, that's how it first hit me.
442	J.D.	Yeah, well, Will, you're on a slippery slope, man.
443	J.D.'s Narration	I had to scare him, but I had the sense he'd heard it all before. Luckily, part of being a doctor is your ability to improvise.
444	J.D.	So, right now, the one thing that I want you to think about......How would you like to sound like this?
445	Will	Let me see.This is so cool!
446	J.D.	No, it's not.
447	Will	Bwiddy-bwiddy-bwiddy. Okay, doc.
448	J.D.	It's not a toy.Would you like to play a game?
449	J.D.'s Narration	Sometimes, if all you have is old words, all you can do is put them together and hope they say something new.
450	J.D.	Look, man, you're a great patient. I like you enough to hope I never see you again. But, I promise you, if you keep smoking, you'll be back here. I bet my own life on that.
451	NEW_SCENE	NEW_SCENE
452	Intercom	Dr. Reid to room 402. Then down to 201. Then back up to room 403.
453	Turk	I'm nervous, man. Why am I nervous?
454	Todd	Todd's your wing-man, buddy. I will not leave your side. Hey, baby.
455	Carla	Keep moving, frat boy.
456	Todd	You got it.
457	Carla	Come on. Out with it.
458	Turk	Don't rush me!I mean... You shouldn't be impatient with what I think is the opportunity of a lifetime.
459	Carla	Mmm. Okay, so I'm gonna go sit down because, you're so sexy, my knees are weak.
460	Turk	Really?
461	NEW_SCENE	NEW_SCENE
462	J.D.	Oh, Dr. Cox, I know I'm being annoying. But I I'm really getting used to talking to patients. I mean, this is why I became a doctor; right? Right?
463	Dr. Cox	I heard "I know I'm being annoying," and then...white noise.
464	J.D.	Will, the pneumonia patient, I got him to quit smoking.
465	Dr. Cox	Forever?
466	J.D.	Yuh-huh!
467	Dr. Cox	No "last one"? 'Cause the last ones are better than sex, trust me, I've had about a thousand of them.
468	J.D.	Done forever. He swore to me. I just, I reached him! I reached him.
469	Dr. Cox	You're having a big day, there, Susan.
470	Janitor	Private party.
471	NEW_SCENE	NEW_SCENE
472	J.D.'s Thoughts	Gotta get right back up on the horse.
473	J.D.	Dr. Cox, about Will.
474	Dr. Cox	Not now. I have a ten-minute break, and my soap is on.Hey, uh, skeetch, if you do go ahead and change the channels, I swear I'll suture your hands together.
475	J.D.	Right, so with Will....
476	Dr. Cox	Oh, this woman is just fantastic. I mean, the breasts are probably fake, but, by God, those tears are real!
