60	J.D.'s narration	Back to today.
61	NEW_SCENE	NEW_SCENE
62	J.D.	Uh, I was paged.
63	Carla	Aww, first day, Bambi? Carla will take care of you. Don't look at me when we're moving someone.
64	J.D.	Why?
65	Carla	We're waiting for Dr. Cox.
66	J.D.	Hi, doctor, I'm-
67	Dr. Cox	Place an IV for me.
68	J.D.	We'll talk later.
69	Dr. Cox	Carla, can I ask you a personal question? Do you spray the perfume on or just fill your bathtub up and splash around in it?
70	Carla	I smell nice.
71	J.D.'s narration	Come on, you've done this to cadavers before. So this guy's alive, just poke it through his skin! Poke it through! Now!
72	Dr. Cox	Time's up. Carla, would you do it for him, please? I also need an A.B.G.
73	J.D.	Why are you telling her?
74	Dr. Cox	Shut up and watch.
75	Carla	Be nice to Bambi!
76	Dr. Cox	Why does this GOMER got to try and die everyday during my lunch?
77	J.D.	That's a little insensitive.
78	J.D.'s narration	Mistake.
79	Dr. Cox	Man's 92 years old, he has full dementia, he doesn't even know we're here, he's inches from Carla's rack and he hasn't even flinched.
80	Carla	Aww, that is so sweet.
81	Dr. Cox	Yeah, it is.
82	J.D.	What about his subconscious?
83	Dr. Cox	Eisenhower was a sissy.
84	Dr. Cox	I think by the grace of God we're gonna be okay. Oh, and from now on, whenever I'm in the room, you're definitely not allowed to talk.
85	NEW_SCENE	NEW_SCENE
86	Dr. Kelso	Now...Dr. Dorian, can you tell me what ailment most often....
87	J.D.'s Narration	I think I'm gonna love rounds. It's like being on a gameshow.
88	J.D.	What is euremia?
89	Dr. Kelso	That's my boy!
90	Dr. Kelso	Hey, nice, clean job on the foley catheter.
91	J.D.'s Narration	I'd had a nurse do it. Unfortunately, I'm still afraid to touch anybody.
92	J.D.'s Narration	I've been thinking a lot about Elliot.
93	J.D.'s Narration	...A whole lot.
94	Dr. Kelso	Dr. Reid, you're late.
95	Elliot	I got puked on.
96	Dr. Kelso	You're off the hook if you can tell me what to look for in a euremic patient.
97	J.D.'s Thoughts	Anyway...I'm going for it.
98	J.D.	Infection.
99	Elliot	Infection?
100	Dr. Kelso	That's my girl!
101	Dr. Kelso	Moving on.
102	Elliot	I knew the answer!
103	J.D.	I'm sure you did.
104	Elliot	I was just frazzled.
105	J.D.	Well, how could you not be....
106	Elliot	You know with the...
107	J.D.	Oh, I know. Yeah.
108	Elliot	Good. But thanks. If there's anything I can ever do for you, just
109	J.D.	You could let me take you to dinner tomorrow night.
110	J.D.	Around seven.... Or eight.
111	Elliot	Why not.
112	NEW_SCENE	NEW_SCENE
113	J.D.'s Thoughts	"Why not." That's what she said. "Why not"!
114	Boy	Daddy, why did you marry mommy?
115	J.D.	Well, Tiger, I gave her an answer during rounds, and she screwed my brains out.
116	Boy	You the man!
117	Dr. Cox	What the hell are you doing?
118	Dr. Cox	Did you actually just page me to find out how much Tylenol to give to Mrs. Lendsner?
119	J.D.	I was worried that it could exacerbate the patient's
120	Dr. Cox	It's regular-strength Tylenol! Here's what'cha do: Get her to open her mouth, take a handful, and throw it at her. Whatever sticks, that's the correct dosage.
121	J.D.	But I
122	Dr. Cox	And under no circumstances are you to compromise our "no talking" agreement.
123	J.D.	Dr. Kelso, he's always telling me, you know, "You've gotta stay positive!"
124	Dr. Cox	I'm gonna go ahead and say this just as carefully as possible so I don't overstate it: Dr. Kelso is the most evil human being on the planet. And may, in fact, be Satan, himself.
125	J.D.	It's just that, this isn't really what I expected... You know...
126	J.D.	Most of my patients are, uh...older and sorta checked-out, mentally.
127	Dr. Cox	Pumpkin, that's modern medicine. Advances that keep people alive who should have died a long time ago, back when they lost what made them people.
128	Dr. Cox	Now, your job is to stay sane enough so that when someone does come in that you actually can help, you're not so brain-dead that you can't function. For the love of God, what!?
129	J.D.	It's just that, do you really think we should be talking about this in front of....
130	Dr. Cox	Her? She's dead.
131	Dr. Cox	Write this down, newbie: If you push around a stiff, nobody'll ask you to do anything.
132	J.D.	You've been like a father to me.
133	Dr. Cox	Fair enough, you want some real advice? If they find out the nurses are doing your procedures for you, your ass'll be kicked outta here so quick, it'll make your head spin.
134	J.D.'s Thoughts	And there it is.
135	Dr. Cox	Have a terrific day.
136	Elderly Lady	I'm not really dead.
137	NEW_SCENE	NEW_SCENE
138	Carla	Okay, Bambi, here's Mrs. Lendsner's tox-screen.
139	J.D.'s Thoughts	I wonder if Turk's having the same experience I am.
140	Turk	I am such a stud!
141	J.D.'s Thoughts	Probably not
142	Turk	This morning, I had my hands inside of a guy's chest. I couldn't even see them! I should not be allowed to do stuff like that. Whazzup.
143	J.D.	And you weren't scared?
144	Turk	One way or another, everyone stops bleeding. That is so deep.
145	Carla	No it isn't.
146	Turk	It's a little deep.
147	J.D.	Hey, we never got to talk about the apartment, I wanted to
148	Todd	T-man!
149	Turk	Word up, boy; how ya doin', man.
150	Todd	All right.
151	Turk	All right, Todd, J.D.; J.D., this is my man, Todd.
152	J.D.	Oww!
153	J.D.'s Narration	And like that, I was back in high school. You see, surgical interns, they're all slice-'em-and-dice-'em. They're the jocks. Medical interns, we're trained to think about the body; diagnose, test. Medical interns, well....
154	Todd	Hey, you got a stain.
155	J.D.'s Narration	....We're the chess club.
156	NEW_SCENE	NEW_SCENE
157	Mr. Bursky	I just have bad gas. What are you testing me for?
158	J.D.	We need to know if your gas could be harmful to others.
159	J.D.'s Thoughts	He's just scared. Talk to him.
160	J.D.	Look, Mr. Bursky, I heard a systolic murmur in your heart, which is most likely nothing. But if you don't let me check you out, I'm gonna worry about you all day.
161	Mr. Bursky	Then I'll do it. For you.
162	J.D.	You're a good man.
163	NEW_SCENE	NEW_SCENE
164	Cut to	hospital interior, where J.D. is patiently standing behind the janitor, who is on a ladder, working on an elevator door.
165	J.D.	I'm I'm waiting for someone.
166	Janitor	The door is broke. Maybe the fifth time or so. It don't open.
167	J.D.	Maybe there's a penny stuck in there?
168	Janitor	Why a penny?
169	J.D.	I dunno.
170	Janitor	Did you stick a penny in there?
171	J.D.	No. I was I was just making small talk.
172	Janitor	If I find a penny in there, I'm taking you down.
173	NEW_SCENE	NEW_SCENE
174	Dr. Kelso	Welcome to rounds, kids. Let's
175	J.D.'s Narration	Elliot is the only thing keeping me from losing my mind. She's my dream girl.
176	Dr. Kelso	...The necrosis and infected stool most likely indicate what, Dr...... Dorian?
177	Elliot	I don't know!
178	J.D.	Sir, I have no idea.
179	Dr. Kelso	Dr. Reid, can you help him out?
180	Elliot	I'd say it's superior mesenteric insufficiency.
181	Dr. Kelso	That's my girl! Patient number two!
182	NEW_SCENE	NEW_SCENE
183	J.D.'s Thoughts	Draining Mrs. Pratt's stomach fluid'll get my spirits back up.
184	J.D.	Circles for you.
185	Mrs. Pratt	Shut up and do it.
186	J.D.'s Thoughts	Fantastic.
187	J.D.'s Thoughts	Just suck out the fluid with the giant needle.
188	J.D.	I think this needle's too big. I'm gonna get a nurse.
189	Turk	Come on, man, learn by doing! Learn by doing.
190	J.D.'s Narration	Why couldn't I do that? I hated him at that moment.
191	Turk	Okay, uh, maybe the needle was just a little too big.
192	J.D.	Oh, you think?
193	Mrs. Pratt	What's going on down there?
194	Turk	Nothing, ma'am, this is totally normal.
195	J.D.	So, are you gonna are you gonna move your stuff in or what?
196	Turk	That's why I came by. I think it's better if we both branched out a little. What do you think?
197	J.D.'s Thoughts	Tell him you think that's stupid. Tell him you need him.
198	J.D.	Yeah, I... I feel the same way.
199	NEW_SCENE	NEW_SCENE
200	Mr. Bursky	So, what's it like being a young, hot-shot doctor?
201	J.D.	It's like... Did you ever go see a movie that everyone told you was great, and then because of all those expectations, you ended up totally disappointed?
202	Mr. Bursky	Movies nowadays have too many special effects.
203	J.D.	Yeah, that was pretty much my point.
204	NEW_SCENE	NEW_SCENE
205	J.D.'s Narration	My first code. See, here's how it works: Someone's heart fails, they beep everyone. The first doctor in has to run the room, tell everyone what to do.... Basically decide if the patient lives or dies. What am I, crazy?
206	J.D.	Agh! You chicken!
207	J.D.'s Narration	Don't worry about the patient, Turk was already there.... 'Learning by doing.'
208	Todd	Charge!
209	Turk	Clear!
210	J.D.'s Narration	Plus, it turns out, the guy was just sleeping; attached to a faulty monitor.
211	J.D.	I thought we cared about each other....
212	Elliot	Oh please, if you didn't want to sleep with me, you'd have done the same thing.
213	J.D.	Well, I'll tell you one thing, the last thing in the world I wanna do is sleep wit'cha now!
214	Elliot	Do me right here.
215	J.D.	Okay.
216	Elliot	See!
217	J.D.	ARGH!
218	Dr. Cox	Right. Pass me a trach. kit.
219	Dr. Cox	Thanks.
220	J.D.	Our date is is totally canceled!
221	Elliot	Pff!
222	NEW_SCENE	NEW_SCENE
223	J.D.'s Narration	I was sitting on the floor for two reasons. One, I tried to lock Elliot in that supply closet, and she kicked me hard. And two, the on call-room was locked.
224	J.D.	Come on! I got, like, ten minutes to sleep!
225	Turk	Wait. Tell me if I'm going too fast, okay?
226	Carla	Lose the clothes.
227	J.D.'s Thoughts	I heard that Turk was gonna move in with Todd. I'm surprised that high-fiving freak isn't in there with him.
228	Todd	Damn, this is hot.
229	Carla	Nice.
230	Turk	Your turn.
231	Carla	No, I gotta get back. But, very nice.
232	Carla	Oh, hey, Bambi!
233	Turk	So, uhh, I'll call you, okay?
234	NEW_SCENE	NEW_SCENE
235	Dr. Cox	Give me a big "ah".
236	Billy	Ah.
237	Dr. Cox	A big boy "ah".
238	Billy	Ahhh!
239	J.D.	Turk practically had sex in the on-call room.
240	Dr. Cox	You realize, of course, I have no idea who Turk is.
241	Dr. Cox	...But, good for him. You see, Billy, it turns out that sex is life-affirming.
242	Dr. Cox	Now, whatta ya say, champ; you got a urine sample in there for me?
243	Billy	But I just did, five minutes ago.
244	Dr. Cox	I know you did, but here's the thing: I'd like you to take this cup, put it on the ground, close your eyes, and just go nuts! Whatta ya say!
245	Billy	Cool!
246	Dr. Cox	Atta boy! Go get 'em, champ!
247	Dr. Cox	Why are you here?
248	J.D.	Seems like a good kid.
249	Dr. Cox	You're worried about being on-call tonight, aren't you.
250	J.D.'s Thoughts	Yeah.
251	Dr. Cox	Look, worst case scenario, you kill somebody, and that hangs over your head the rest of your life.
252	Dr. Cox	...But that is the absolute worst case scenario. Come on, newbie, look: Just have the nurses do all the stuff you're still too chicken to do, which I assume covers just about everything, and if you have a really rough admission
253	J.D.	Call you?
254	Dr. Cox	No! I was gonna say go hide in the closet again!
255	Billy	Yee-ha! This is fun!
256	NEW_SCENE	NEW_SCENE
257	A Staff Member	Hey, nurse?
258	Elliot	I'm a doctor, okay? The stethoscope, the beeper a doctor, got it?
259	Carla	Relax.
260	Elliot	I just hate it. I hate the "darlin's" I hate the "sweethearts"...
261	Carla	You don't need to tell me how hard it is being a woman around here.
262	Elliot	Well, you're certainly furthering the cause by wearing a thong to work and hooking up in the on-call room.
263	Elliot	Word gets around.
264	Carla	You talk like that, do you even know my name?
265	Carla	I spend every second of my life either here, or taking care of my mom. So, yeah, maybe I needed a little closeness. I'm sure you never had a quickie at the club, right? Or snuck some skinny, flat-butted college boy up to your sorority room. And my thong? I happen to think it makes my ass look good. And some days, I need to feel good about something around here. And you judge me? Well, guess what, word does get around, Miss "Out For Herself", so you can dump on everyone here if you want; but you will not hurt me.
266	NEW_SCENE	NEW_SCENE
267	J.D.	Her name's Carla, by the way....
268	Mr. Bursky	Ouch.
269	J.D.	Yeah.... Carla....
270	NEW_SCENE	NEW_SCENE
271	"THAT NIGHT	6 SECONDS BEFORE GOING ON CALL"
272	Cut to	Interior The Doctors' Lounge.
273	Dr. Kelso	Hey, Champ! First night on call starts soon, huh? Gosh, you must be excited.
274	J.D.'s Thoughts	Agghh!
275	J.D.	You bet'cha.
276	Dr. Kelso	Oh! About Mrs. Pratt.... I heard you wanted to put her on the hospital's transplant list. I just thought I'd recommend keeping her on dialysis a little while longer, maybe we'll get lucky!
277	J.D.	No problem, sir.
278	Dr. Kelso	Great! Have a ball...on call! A little poem for you.
279	As he nervously enters the crowded hospital waiting room, David Gray's "Please Forgive Me" begins to play. We see scenes of J.D.'s experience on-call	Wincing as he steadies a patient for a procedure. Filling out a chart for a man in drag. Checking the monitor of a sleeping patient, and taking a quick bite from the man's untouched food. Attempting to insert an IV, and having the nurse step in to help. Then finally settling down on the bed in the on-call room. As he flicks off the light, Carla steps in, turning it back on and summoning him.
280	Carla	Bambi, come on. Let's go.
281	J.D.	I'll check on you every ten minutes, Mrs. Moreno, okay?
282	Nurse Roberts	I need to see you in Mr. Bursky's room.
283	J.D.	Are you flirting with me?
284	J.D.	You are, aren't you!
285	Nurse Roberts	He crashed. The attending thinks it was a pulmonary embolism.
286	Nurse Roberts	No way anyone could have caught it. Anyhow, you have to pronounce him.
287	J.D.	Why didn't anybody page me?
288	Nurse Roberts	Could you just pronounce him so I can go home?
289	J.D.'s Narration	I'll never forget that moment, the way he looked exactly the same...only completely different. The shame that all I could think about was how hard this was for me.
290	J.D.	Time of death 0200.
291	J.D.'s Narration	I just wanted to help people.
292	NEW_SCENE	NEW_SCENE
293	J.D.'s Narration	The hardest part is how quickly you have to move on.
294	J.D.	Don't worry, man. You're gonna be fine.
295	Turk	Hey. I lied before, man. I'm scared every second.
296	J.D.	Really?
297	Turk	It's a good thing they make surgical masks, 'cause if they didn't, everyone would know that my face is like this the whole time...
298	J.D.	Well, I think it's okay to be scared.
299	Turk	Well, I need you to tell me that every once in a while, man.
300	J.D.'s Thoughts	He needs me?
301	Turk	Anyway, I just came to check up on you; see how you're doing.
302	J.D.'s Thoughts	Ask him to move in again.
303	J.D.	You know, Turk, the offer still stands if you wanna....
304	Turk	Dude, I already took the keys out' your bag.
305	Turk	I love you.
306	Cut to	A Hospital Hallway.
307	J.D.'s Narration	And like that, I got a second wind.
308	Janitor	I'm watching you....
309	Dr. Kelso	How're you holding up?
310	J.D.'s Thoughts	Ah, there he is, my safety net.
311	Dr. Kelso	I saw that you're still pushing to put Mrs. Pratt on the transplant list. Bad news, though, sport: she doesn't have the insurance to cover it.
312	J.D.	Yeah, but she's, like, a second away from total renal failure.
313	Dr. Kelso	Okay..... Uh, did you ask the Bursky family for permission to do an autopsy?
314	J.D.	They're still in there with him, sir.
315	Dr. Kelso	It's a teaching hospital, son, you gotta ask.
316	J.D. Thoughts	Just tell him you can't see Mr. Bursky again. He'll understand.
317	J.D.	Sir, do you do you think I could skip just this one?
318	Dr. Kelso	Why, sure, sport.
319	J.D.'s Narration	See? Every story needs a good guy.
320	Dr. Kelso	In fact, why don't you just head on home. You look kinda tired.
321	J.D.	I am pretty tired!
322	Dr. Kelso	Dr. Dorian, do you not realize that you're nothing but a large pair of scrubs to me? For God's sake, the only reason I carry this chart around is so I can pretend to remember your damn names! Now look, if the patient has insurance, you treat them; if they don't, you show them the door.
323	Dr. Kelso	And if somebody dies, you get the autopsy. You get it by rounds tomorrow morning, or I'll be scratching your name off my chart! Are we clear!?
324	Dr. Kelso	Answer me!!!
325	J.D.	Crystal clear.
326	Dr. Kelso	Great, sport.
327	J.D.'s Narration	I don't get it, if he's the jerk, then who's the good guy?
328	Carla	Car accident, crashed in the elevator on the way up.
329	Dr. Cox	We gotta relieve the pressure in his chest. J.D., do it.
330	J.D.'s Thoughts	Oh God, no.
331	Dr. Cox	Look at me. You can do this.
332	J.D.'s Narration	And I believed him...
333	J.D.	Chest-tube tray.
334	J.D.'s Narration	...You know, kinda.
335	Dr. Cox	Come on, baby, let's go; chop-chop.
336	J.D.'s Thoughts	You can do this. You have to do this.
337	Dr. Cox	J.D., cut him or lose him.
338	J.D.	Okay, gimme the tube.
339	J.D.	I can't get it through the pleura.
340	Dr. Cox	Well, don't be gentle, get it in there.
341	J.D.	Okay, connect it, please, Carla.
342	Carla	Normal rhythm.
343	J.D.	No way!
344	Dr. Cox	Eh? It's a piece of cake.
345	Dr. Cox	That's your patient.
346	J.D.	You're leaving?
347	Dr. Cox	That's your patient, doctor.
348	Carla	G'head.
349	Carla	That's enough.
350	J.D.	Sorry. It's a very big moment for me.
351	Carla	Mm-hmm.
352	NEW_SCENE	NEW_SCENE
353	J.D.'s Narration	So, I guess that's it for now. Thirty-one hours, twelve minutes, and I am....
354	Elliot	You're finally off?
355	J.D.	Almost. I have one more really annoying thing I gotta do.
356	Elliot	If you're talking about getting the Bursky autopsy, I already called the family for you. And they said fine, and to thank you, and I'm sorry. ...They didn't say that last part, I did.
357	J.D.'s Narration	The worst part was knowing, right then, that I could never forgive her.
358	J.D.'s Thoughts	I forgive her.
359	J.D.'s Narration	You see, I can't survive on my own.
360	Dr. Steadman	I'm a dork. I'm a dork! I'm a dork. ...I'm a dork.
361	J.D.'s Narration	Even now, when I finally get to go home, in the back of my head, I'll know the hospital's still here, wide awake.
362	Carla	Bambi! Get out while you still can.
363	J.D.'s Narration	But what the hell. The most important thing is that I got through my first three days without looking like a complete idiot.
364	J.D.	I'm the man.
365	NEW_SCENE	NEW_SCENE
366	J.D.'s Narration	The human brain is remarkable. Once a day for nine years, I thought I lost my watch 'cause I can't remember which wrist it's on.
367	J.D.'s Narration	And yet, just after two weeks, all the little things that scared me at first are like second nature. Catheters, chest tubes, IVs...
368	J.D.'s Narration	...Everything has started to click.
369	He reaches down to turn on his walkman, Leroy's "Good Time" begins to play. He looks around the activity of the hospital to see that everyone is working to the beat of the music playing in his ears. When his patient suddenly wakes up and mouths some of the words to the song, J.D. looks up, somewhat confused by the surreal moment. Dr. Kelso is now directly in front of him, exaggeratedly lip-sync'ing the chorus of the song	"Are you having a good time?"
370	Dr. Kelso	Are you? Because if you have time to listen to music, then I assume you have time to finish your paperwork!
371	Janitor	"...Having a good time...."
372	Janitor	Keep movin'.
373	NEW_SCENE	NEW_SCENE
374	J.D.'s Narration	That workday started like every other.
375	Cut to	Hospital, interior - Admissions Area.
376	J.D.	How's it going?
377	Janitor	I'm 37 years old, and I'm a janitor; how do you think it's going?
378	J.D.	Now, there is nothing wrong with being a janitor.
379	Janitor	Really? Thank you. You...you've turned my life around. I'm gonna have to go tell my janitor wife and all our janitor kids that life is worth living; and that comes straight from our hero, Dr. Whoozitz.... Dr. Nothin'.
380	Janitor	No, seriously, come on. You can come over to my humble house and point out things that are cheap.
381	NEW_SCENE	NEW_SCENE
382	J.D.'s Narration	Luckily, I had that night off to regroup.
383	Cut to	Interior - the living room.
384	Elliot	Your dog is creepy.
385	J.D.	Aww... be nice to Rowdy. The guy we bought him from used to keep him in a box full of old hats.
386	Elliot	Ew.
387	Turk	Okay, dude, why is she here all the time?
388	J.D.	Just give her a chance, man.
389	Turk	Ohh... you want to hit that!
390	J.D.	Nooo....
391	Turk	Yeah!
392	J.D.	No. She's just a friend, man.
393	Turk	Yeah.
394	J.D.	I think it's healthy hanging out with a girl without the ultimate goal being sex. You know?
395	Turk	I'm not following you.
396	Elliot	Creepy.... I had a run-in with that Nurse Carla yesterday. She forgot to check out the stats on a patient, and then she gave me attitude about it.
397	J.D.	What'd you tell on her, or something?
398	Dr. Kelso	Who's responsible for this?
399	Elliot	She is.
400	Elliot	I don't remember... And why would you automatically assume it was my fault?
401	J.D.'s Thoughts	It would be a good point, except that Elliot puts her foot in her mouth. A lot. She can't really seem to stop.
402	Elliot	Just because I occasionally say something stupid doesn't mean I'm in the hospital going door to door annoying people, like some crazed Jehovah's Witness.
403	Elliot	Oh. You're not?
404	Turk	No.
405	Turk	But my mother is.
406	J.D.	He's black, too. You should tease him about that.
407	NEW_SCENE	NEW_SCENE
408	J.D.'s Narration	Me, I'm doing better with new people. Like Carla, for instance.
409	Carla	Hey, Bambi; that blond stick you hang out with? Tell her...Que se cuide la nalguita esa, porque si no le voy a tumbar todo el tinte rubio de la cabeza.
410	J.D.	You might have to write that down for me.
411	J.D.'s Narration	And Dr. Cox, we've really connected.
412	J.D.'s Narration	I'm kinda like his protege.
413	Dr. Cox	I need to see his chart
414	J.D.	Done. Copied. And Highlighted.
415	Dr. Cox	Unfortunately, Radar, I'm fresh out of gold stars. Multilobar pneumonia at 31...? How much does this guy smoke?
416	J.D.	I dunno.
417	Dr. Cox	You realize, of course, it's your attention to detail that impresses me most. How many packs a day, genius.
418	Will	Half a pack.
419	Dr. Cox	Oh, I'm sorry, I phrased the question wrong. How many packs a day... really.
420	Will	Eleven.
421	Will	Now you don't know where I'm coming from!
422	Will	Two or three packs.
423	Dr. Cox	Well, let's hear it...
424	J.D.	Oh, I don't smoke, so... zero packs.
425	Carla	What tests have you ordered?
426	J.D.	Oh. I know, I was just totally kidding with you.
427	Will	He was... We're all in on it.
428	J.D.'s Thoughts	I like Will. That actually makes this harder.
429	J.D.	I ordered blood cultures, and a high-resolution CT.
430	Will	What are you looking for?
431	Dr. Cox	Cancer.
432	J.D.'s Thoughts	When you say the word "cancer", every person reacts the same way.
433	Will	Excellent.
434	J.D.'s Thoughts	Not like that.
435	J.D.'s Thoughts	There it is.
436	NEW_SCENE	NEW_SCENE
437	J.D.'s Narration	I never really know what to say to Turk's stupid surgery buddies. But I'm getting better.
438	J.D.	So....How's surgery?
439	Todd	It rocks... But my bedroom, that's where I really operate! Am I right? Come on, show Todd some love!
440	J.D.'s Thoughts	I hate showing Todd love.
441	Carla	Hey, Bambi. Why are you over here slumming with these scalpel jocks?
442	Turk	Please baby, this, here, is the V.I.P table.
443	Turk	Why don't you sit your fine self down?
444	J.D.	"Baby, this, here, is the V.I.P table..."
445	Turk	I'm not really interested in her.
446	Todd	Yeah? Then maybe the Todd'll show that little biscuit some love!
447	J.D.'s Thoughts	Maybe he's a little interested.
448	Todd	Fine. Todd'll show himself some love.
449	NEW_SCENE	NEW_SCENE
450	Turk	I'm thinking about asking Carla out today. What do you think?
451	J.D.	I think the janitor's out to get me.
452	Turk	Wow. Thank you so much for your help. You know what? Why don't you be just a little bit more paranoid.
453	J.D.	Wait, Turk.
454	Janitor	That's him.
455	Cut to	Nurses' Station.
456	Elliot	Hi, how are you? Um... I need, uh, David Farr's chart?
457	Nurse Roberts	We all need lots of things.
458	Elliot	Great.
459	Elliot	Uh, Dr. Kelso! You're the Chief of Medicine, is there a 'special' way to communicate with the nursing staff that I'm not getting?
460	Dr. Kelso	Well, uh, sugar won't work because they're already so sweet.
461	Dr. Kelso	Now, listen Dr...Whatever-the-hell-your-name-is, you tattled yesterday, I responded I feel closer to you than ever, really but the ramifications are yours. So don't try to drag me into your pathetic, whiny, little squabble with that God-awful bunch of malcontents. I hope you all kill each other! Have a great day, ladies.
462	Elliot	I hate this place.
463	NEW_SCENE	NEW_SCENE
464	J.D.	Dr. Cox; I got, uh, Will's CT results back. No cancer! So, uh, what should I tell him?
465	Dr. Cox	I'd open with that.
466	J.D.	Right, it's just, you know, he's headed down such a bad road, I thought you and I could talk to him....
467	J.D.'s Narration	When you really lock in with a mentor, you start to understand the meaning behind their words.
468	Dr. Cox	You do whatever you want.
469	J.D.'s Narration	Means, "Great idea!"
470	Dr. Cox	I'm, um, I'm just happy you haven't messed up yet today.
471	J.D.'s Narration	Means, "You're really coming along as a doctor."
472	Dr. Cox	Don't. Ever. Touch me.
473	J.D.'s Narration	Means, Don't ever touch him.
474	J.D.	Just thought it was a nice moment.
475	NEW_SCENE	NEW_SCENE
476	Elliot	No, I don't wanna.
477	J.D.	No, c'mon, c'mon, c'mon.
478	Elliot	Carla...I...shouldn't have told Dr. Kelso on you.
479	Carla	No, you shouldn't have.
480	J.D.'s Thoughts	Ahhh, the comfortable silences.
481	Carla	But thank you for apologizing.
482	J.D.	Okay, good!
483	Elliot	I I just want to make one thing clear.
484	J.D.	No, see, nothing needs to be clear.
485	Elliot	I still think you were in the wrong. Checking for the statics is your job, and I need to know that you're going to take care of it.
486	Cut to	a shot of Elliot's perspective from inside the grave. Carla, dressed in black, coldly flicks the ashes from a cigarette into the grave.
487	Elliot	That's all I'm saying.
488	Elliot	There. All better!
489	NEW_SCENE	NEW_SCENE
490	J.D.	So... yes! As of now, you have no signs of cancer.
491	Will	Woo! Who rules? Will rules!
492	J.D.	Uh, Will, it's important you realize this isn't great news.
493	Will	Are you sure? 'Cause, that's how it first hit me.
494	J.D.	Yeah, well, Will, you're on a slippery slope, man.
